tx_id,region,route_score,latency_ms,origin_country,dest_country,compliance_result,status
tx_44736,EU,0.36,72,US,MX,allowed,allowed
tx_36697,MENA,0.71,87,CN,US,allowed,allowed
tx_26979,EU,0.11,135,AE,JP,allowed,fallback
tx_38517,LATAM,0.5,33,AE,FR,allowed,allowed
tx_13350,LATAM,0.1,168,US,JP,allowed,fallback
tx_21341,LATAM,0.4,135,DE,US,allowed,fallback
tx_46094,MENA,0.36,148,US,MX,allowed,allowed
tx_31415,LATAM,0.03,135,BR,MX,allowed,fallback
tx_32722,EU,0.4,135,BR,US,allowed,fallback
tx_44224,EU,0.77,145,BR,SA,allowed,allowed
tx_49901,EU,0.35,168,DE,JP,allowed,allowed
tx_11555,MENA,0.4,135,CN,FR,allowed,fallback
tx_33355,MENA,0.4,135,DE,FR,allowed,fallback
tx_3402,MENA,0.4,155,AE,MX,allowed,fallback
tx_3059,EU,0.4,135,DE,US,allowed,fallback
tx_220,APAC,0.93,36,SY,US,blocked,blocked
tx_44842,LATAM,0.89,83,US,FR,allowed,allowed
tx_30247,APAC,0.26,159,CN,FR,allowed,fallback
tx_28820,APAC,0.4,178,US,JP,allowed,fallback
tx_26561,MENA,0.44,135,CN,SA,allowed,fallback
tx_46991,LATAM,0.34,83,CN,MX,allowed,allowed
tx_45956,APAC,0.59,100,CN,SA,allowed,allowed
tx_48404,APAC,1.0,36,CN,MX,allowed,allowed
tx_1324,APAC,0.18,137,AE,US,allowed,fallback
tx_31983,LATAM,0.33,141,US,JP,allowed,fallback
tx_14590,APAC,0.4,148,AE,JP,allowed,fallback
tx_27124,LATAM,0.19,135,AE,JP,allowed,fallback
tx_25210,APAC,0.27,161,AE,FR,allowed,fallback
tx_5320,EU,0.39,135,AE,SA,allowed,fallback
tx_6178,MENA,0.26,135,CN,FR,allowed,fallback
tx_39826,US,0.83,40,DE,FR,allowed,allowed
tx_47626,LATAM,0.72,164,BR,JP,allowed,allowed
tx_25161,EU,0.4,135,AE,JP,allowed,fallback
tx_33135,MENA,0.4,156,US,MX,allowed,fallback
tx_5233,MENA,0.33,135,AE,SA,allowed,fallback
tx_6982,US,0.33,135,AE,FR,allowed,fallback
tx_38882,LATAM,0.49,147,DE,JP,allowed,allowed
tx_24079,APAC,0.4,135,AE,FR,allowed,fallback
tx_5559,MENA,0.38,122,AE,JP,allowed,fallback
tx_32652,LATAM,0.4,135,DE,MX,allowed,fallback
tx_31420,US,0.4,144,DE,MX,allowed,fallback
tx_6104,APAC,0.36,173,US,JP,allowed,fallback
tx_24746,APAC,0.16,135,CN,US,allowed,fallback
tx_10883,EU,0.4,135,AE,FR,allowed,fallback
tx_27122,MENA,0.03,134,CN,MX,allowed,fallback
tx_30875,LATAM,0.4,151,US,US,allowed,fallback
tx_47450,LATAM,0.94,154,DE,MX,allowed,allowed
tx_12449,APAC,0.07,135,BR,MX,allowed,fallback
tx_43415,MENA,0.18,48,US,US,allowed,allowed
tx_37772,US,0.2,32,DE,FR,allowed,allowed
tx_35228,LATAM,0.99,48,BR,FR,allowed,allowed
tx_37009,LATAM,0.49,129,CN,US,allowed,allowed
tx_21690,EU,0.32,135,BR,JP,allowed,fallback
tx_10142,MENA,0.4,135,CN,US,allowed,fallback
tx_46561,US,0.5,65,DE,US,allowed,allowed
tx_49448,US,0.42,139,DE,JP,allowed,allowed
tx_12597,MENA,0.15,149,CN,JP,allowed,fallback
tx_14148,LATAM,0.19,170,DE,JP,allowed,fallback
tx_7388,MENA,0.31,135,US,MX,allowed,fallback
tx_14414,MENA,0.39,135,DE,FR,allowed,fallback
tx_48402,US,0.79,56,AE,SA,allowed,allowed
tx_36577,MENA,0.98,98,US,FR,allowed,allowed
tx_26820,US,0.06,145,CN,US,allowed,fallback
tx_3761,US,0.4,135,CN,MX,allowed,fallback
tx_15799,EU,0.4,122,DE,MX,allowed,fallback
tx_33492,LATAM,0.24,135,CN,MX,allowed,fallback
tx_20878,EU,0.03,135,DE,SA,allowed,fallback
tx_39638,EU,0.31,85,DE,FR,allowed,allowed
tx_21597,LATAM,0.37,154,DE,JP,allowed,fallback
tx_45760,LATAM,0.69,147,AE,SA,allowed,allowed
tx_28097,MENA,0.39,135,CN,FR,allowed,fallback
tx_46213,APAC,0.69,114,BR,US,allowed,allowed
tx_14182,EU,0.4,156,DE,SA,allowed,fallback
tx_28449,MENA,0.22,169,BR,MX,allowed,fallback
tx_31334,MENA,0.32,135,US,JP,allowed,fallback
tx_47665,LATAM,0.6,96,DE,JP,allowed,allowed
tx_39098,MENA,0.9,30,AE,MX,allowed,allowed
tx_36055,APAC,0.23,156,CN,FR,allowed,allowed
tx_13796,APAC,0.4,135,DE,MX,allowed,fallback
tx_36932,US,0.01,95,AE,FR,allowed,allowed
tx_22221,US,0.4,135,BR,US,allowed,fallback
tx_42312,LATAM,0.53,135,CN,US,allowed,allowed
tx_33041,US,0.4,135,BR,SA,allowed,fallback
tx_27184,MENA,0.4,135,US,SA,allowed,fallback
tx_32855,EU,0.4,135,BR,FR,allowed,fallback
tx_31636,EU,0.4,163,AE,MX,allowed,fallback
tx_1648,MENA,0.34,156,CN,SA,allowed,fallback
tx_20507,APAC,0.04,135,US,FR,allowed,fallback
tx_10660,MENA,0.4,135,BR,US,allowed,fallback
tx_15761,LATAM,0.4,135,CN,MX,allowed,fallback
tx_1504,US,0.44,135,CN,FR,allowed,fallback
tx_30015,LATAM,0.27,160,CN,JP,allowed,fallback
tx_39670,LATAM,0.1,52,CN,MX,allowed,allowed
tx_4840,APAC,0.05,166,DE,SA,allowed,fallback
tx_48663,EU,0.96,83,CN,SA,allowed,allowed
tx_26252,APAC,0.23,135,DE,JP,allowed,fallback
tx_29180,LATAM,0.4,135,DE,FR,allowed,fallback
tx_49913,APAC,0.08,40,BR,US,allowed,allowed
tx_35676,APAC,0.27,69,AE,FR,allowed,allowed
tx_38264,LATAM,0.42,70,CN,US,allowed,allowed
tx_17051,APAC,0.4,135,BR,SA,allowed,fallback
tx_36239,APAC,0.8,58,CN,US,allowed,allowed
tx_14139,EU,0.01,147,DE,US,allowed,fallback
tx_49117,EU,0.66,143,AE,FR,allowed,allowed
tx_43337,MENA,0.29,126,DE,US,allowed,allowed
tx_42781,MENA,0.86,90,DE,JP,allowed,allowed
tx_2561,MENA,0.4,135,BR,US,allowed,fallback
tx_10826,MENA,0.09,137,US,SA,allowed,fallback
tx_21409,APAC,0.07,135,CN,SA,allowed,fallback
tx_11291,US,0.4,135,US,SA,allowed,fallback
tx_345,MENA,0.85,47,CU,US,blocked,blocked
tx_20747,US,0.4,135,DE,MX,allowed,fallback
tx_17932,APAC,0.4,135,DE,JP,allowed,fallback
tx_23756,LATAM,0.4,135,DE,SA,allowed,fallback
tx_47291,EU,0.87,65,CN,JP,allowed,allowed
tx_18314,US,0.13,125,CN,MX,allowed,fallback
tx_9735,EU,0.4,135,DE,US,allowed,fallback
tx_44222,EU,0.84,116,AE,SA,allowed,allowed
tx_5113,MENA,0.29,135,CN,JP,allowed,fallback
tx_24919,EU,0.28,150,AE,US,allowed,fallback
tx_40273,APAC,0.19,140,US,MX,allowed,allowed
tx_47240,LATAM,0.87,161,US,MX,allowed,allowed
tx_13955,LATAM,0.4,135,AE,FR,allowed,fallback
tx_35107,LATAM,0.01,180,BR,JP,allowed,allowed
tx_28262,APAC,0.11,130,BR,SA,allowed,fallback
tx_149,MENA,0.98,141,SY,US,blocked,blocked
tx_35129,APAC,0.26,38,BR,JP,allowed,allowed
tx_46020,LATAM,0.67,46,CN,US,allowed,allowed
tx_23357,APAC,0.41,178,CN,US,allowed,fallback
tx_1180,EU,0.79,154,CU,FR,blocked,blocked
tx_26026,EU,0.4,159,AE,SA,allowed,fallback
tx_10903,LATAM,0.29,135,AE,JP,allowed,fallback
tx_1901,EU,0.42,156,DE,SA,allowed,fallback
tx_48759,LATAM,0.54,66,BR,SA,allowed,allowed
tx_9979,EU,0.4,151,CN,JP,allowed,fallback
tx_17977,APAC,0.0,135,BR,US,allowed,fallback
tx_15101,EU,0.4,144,CN,US,allowed,fallback
tx_34683,LATAM,0.7,79,CN,FR,allowed,allowed
tx_3958,APAC,0.28,135,CN,FR,allowed,fallback
tx_5347,APAC,0.4,157,CN,US,allowed,fallback
tx_42313,MENA,0.35,48,CN,FR,allowed,allowed
tx_3912,APAC,0.23,135,BR,SA,allowed,fallback
tx_6676,MENA,0.37,147,US,MX,allowed,fallback
tx_35560,EU,0.69,150,DE,SA,allowed,allowed
tx_6461,EU,0.4,135,DE,MX,allowed,fallback
tx_3737,EU,0.23,141,US,FR,allowed,fallback
tx_1052,MENA,0.26,165,CU,FR,blocked,blocked
tx_23662,EU,0.4,129,AE,US,allowed,fallback
tx_44150,LATAM,0.89,165,CN,MX,allowed,allowed
tx_45343,LATAM,0.6,62,BR,US,allowed,allowed
tx_40911,EU,0.09,85,BR,SA,allowed,allowed
tx_11173,LATAM,0.4,135,US,JP,allowed,fallback
tx_1645,LATAM,0.37,122,US,JP,allowed,fallback
tx_19343,US,0.26,135,BR,JP,allowed,fallback
tx_25263,APAC,0.02,135,US,US,allowed,fallback
tx_2633,APAC,0.4,135,US,FR,allowed,fallback
tx_1600,US,0.39,135,CN,JP,allowed,fallback
tx_28286,EU,0.4,163,DE,JP,allowed,fallback
tx_8240,APAC,0.4,135,AE,FR,allowed,fallback
tx_37850,EU,0.3,136,CN,JP,allowed,allowed
tx_32135,US,0.4,176,AE,JP,allowed,fallback
tx_17428,APAC,0.4,135,US,SA,allowed,fallback
tx_2905,US,0.4,132,US,SA,allowed,fallback
tx_33934,US,0.4,166,BR,JP,allowed,fallback
tx_20423,LATAM,0.12,135,US,JP,allowed,fallback
tx_6710,LATAM,0.22,135,BR,MX,allowed,fallback
tx_5675,LATAM,0.04,140,US,FR,allowed,fallback
tx_34342,APAC,0.73,165,DE,US,allowed,allowed
tx_4738,MENA,0.4,136,BR,SA,allowed,fallback
tx_16767,US,0.4,135,BR,MX,allowed,fallback
tx_47331,EU,0.97,96,CN,JP,allowed,allowed
tx_49734,US,0.55,134,BR,US,allowed,allowed
tx_16483,LATAM,0.38,143,CN,SA,allowed,fallback
tx_43419,APAC,0.34,96,US,JP,allowed,allowed
tx_15625,US,0.4,135,US,MX,allowed,fallback
tx_36158,EU,0.49,175,CN,JP,allowed,allowed
tx_44472,US,0.89,91,DE,JP,allowed,allowed
tx_35474,US,0.54,71,DE,SA,allowed,allowed
tx_44796,MENA,0.06,108,US,MX,allowed,allowed
tx_754,MENA,0.01,74,IR,US,blocked,blocked
tx_44876,APAC,0.79,180,BR,MX,allowed,allowed
tx_42413,MENA,0.59,75,BR,FR,allowed,allowed
tx_14138,MENA,0.4,135,DE,FR,allowed,fallback
tx_22742,EU,0.33,124,CN,US,allowed,fallback
tx_30257,EU,0.4,135,CN,US,allowed,fallback
tx_48747,US,0.25,142,AE,FR,allowed,allowed
tx_20887,EU,0.23,135,AE,JP,allowed,fallback
tx_44672,EU,0.89,150,US,US,allowed,allowed
tx_33113,APAC,0.03,135,DE,US,allowed,fallback
tx_18516,US,0.4,135,CN,SA,allowed,fallback
tx_5990,LATAM,0.4,135,US,SA,allowed,fallback
tx_13915,US,0.1,162,DE,US,allowed,fallback
tx_48843,APAC,0.48,87,CN,FR,allowed,allowed
tx_21955,MENA,0.4,134,CN,SA,allowed,fallback
tx_14155,EU,0.13,135,AE,US,allowed,fallback
tx_8830,MENA,0.4,135,AE,FR,allowed,fallback
tx_4157,MENA,0.12,153,US,MX,allowed,fallback
tx_3779,LATAM,0.31,135,DE,SA,allowed,fallback
tx_21185,MENA,0.4,135,DE,MX,allowed,fallback
tx_22891,APAC,0.25,135,AE,US,allowed,fallback
tx_3978,MENA,0.4,135,BR,FR,allowed,fallback
tx_47989,EU,0.8,104,AE,MX,allowed,allowed
tx_1740,MENA,0.07,130,US,SA,allowed,fallback
tx_38749,EU,0.3,180,US,JP,allowed,allowed
tx_25899,LATAM,0.4,178,DE,MX,allowed,fallback
tx_6647,EU,0.27,135,BR,US,allowed,fallback
tx_11089,APAC,0.4,121,CN,JP,allowed,fallback
tx_4988,MENA,0.24,135,AE,SA,allowed,fallback
tx_19688,LATAM,0.4,135,BR,MX,allowed,fallback
tx_39504,LATAM,0.32,41,DE,SA,allowed,allowed
tx_6703,US,0.36,135,DE,FR,allowed,fallback
tx_30711,EU,0.4,135,US,US,allowed,fallback
tx_13477,EU,0.4,163,US,US,allowed,fallback
tx_46239,LATAM,0.64,83,BR,US,allowed,allowed
tx_27924,EU,0.4,135,US,SA,allowed,fallback
tx_13795,LATAM,0.26,165,DE,FR,allowed,fallback
tx_1990,US,0.17,123,US,US,allowed,fallback
tx_34944,APAC,0.89,129,US,SA,allowed,allowed
tx_45778,EU,0.85,71,DE,SA,allowed,allowed
tx_44120,US,0.71,134,US,JP,allowed,allowed
tx_44365,MENA,0.37,106,US,JP,allowed,allowed
tx_1642,APAC,0.4,164,DE,FR,allowed,fallback
tx_41374,US,0.63,108,BR,SA,allowed,allowed
tx_3019,LATAM,0.3,135,AE,US,allowed,fallback
tx_47727,APAC,0.25,102,US,FR,allowed,allowed
tx_38881,APAC,0.79,39,DE,US,allowed,allowed
tx_36493,US,0.62,90,AE,US,allowed,allowed
tx_32964,US,0.4,166,US,JP,allowed,fallback
tx_44771,US,0.4,93,CN,FR,allowed,allowed
tx_31385,APAC,0.4,135,DE,US,allowed,fallback
tx_7052,MENA,0.4,159,CN,US,allowed,fallback
tx_5146,MENA,0.4,135,US,FR,allowed,fallback
tx_14927,LATAM,0.4,135,DE,SA,allowed,fallback
tx_41314,MENA,0.35,81,BR,FR,allowed,allowed
tx_24809,EU,0.4,135,BR,FR,allowed,fallback
tx_6992,US,0.4,159,US,SA,allowed,fallback
tx_10719,EU,0.19,135,US,MX,allowed,fallback
tx_40081,LATAM,0.72,30,CN,MX,allowed,allowed
tx_44486,EU,0.73,129,CN,MX,allowed,allowed
tx_41371,EU,0.7,163,US,US,allowed,allowed
tx_6083,US,0.4,135,BR,SA,allowed,fallback
tx_22373,LATAM,0.4,135,CN,FR,allowed,fallback
tx_20555,LATAM,0.31,135,CN,SA,allowed,fallback
tx_43090,MENA,0.41,60,BR,FR,allowed,allowed
tx_19282,APAC,0.16,123,BR,JP,allowed,fallback
tx_35990,US,0.21,145,CN,SA,allowed,allowed
tx_44261,US,0.41,157,AE,JP,allowed,allowed
tx_23495,MENA,0.4,154,CN,JP,allowed,fallback
tx_11614,APAC,0.4,132,AE,MX,allowed,fallback
tx_11846,MENA,0.41,135,US,MX,allowed,fallback
tx_27389,US,0.4,135,US,MX,allowed,fallback
tx_6194,LATAM,0.13,135,AE,MX,allowed,fallback
tx_7651,US,0.4,135,DE,MX,allowed,fallback
tx_17917,LATAM,0.19,122,DE,MX,allowed,fallback
tx_26539,APAC,0.32,135,CN,US,allowed,fallback
tx_41642,US,0.44,113,US,US,allowed,allowed
tx_16614,EU,0.4,133,BR,US,allowed,fallback
tx_16929,LATAM,0.43,135,CN,US,allowed,fallback
tx_13712,APAC,0.4,135,AE,MX,allowed,fallback
tx_24072,APAC,0.38,130,AE,US,allowed,fallback
tx_12659,LATAM,0.4,135,BR,JP,allowed,fallback
tx_30237,EU,0.4,135,BR,JP,allowed,fallback
tx_11422,APAC,0.08,135,AE,JP,allowed,fallback
tx_34216,MENA,0.9,125,BR,JP,allowed,allowed
tx_36012,MENA,0.74,138,AE,SA,allowed,allowed
tx_37867,EU,0.55,109,BR,SA,allowed,allowed
tx_17210,LATAM,0.4,121,BR,MX,allowed,fallback
tx_36031,LATAM,0.58,142,US,JP,allowed,allowed
tx_29560,MENA,0.37,141,DE,SA,allowed,fallback
tx_31868,EU,0.4,135,US,FR,allowed,fallback
tx_28807,MENA,0.41,135,DE,FR,allowed,fallback
tx_25489,MENA,0.4,135,CN,FR,allowed,fallback
tx_38448,US,0.78,169,CN,US,allowed,allowed
tx_13105,EU,0.4,135,BR,FR,allowed,fallback
tx_12281,US,0.41,173,US,US,allowed,fallback
tx_6143,US,0.4,135,CN,SA,allowed,fallback
tx_12489,APAC,0.4,135,BR,US,allowed,fallback
tx_24812,US,0.4,135,BR,FR,allowed,fallback
tx_16144,EU,0.4,135,CN,FR,allowed,fallback
tx_3498,APAC,0.4,135,BR,US,allowed,fallback
tx_28099,LATAM,0.4,135,AE,SA,allowed,fallback
tx_34147,APAC,0.4,135,US,US,allowed,fallback
tx_15177,MENA,0.14,135,US,JP,allowed,fallback
tx_39406,US,0.01,134,CN,SA,allowed,allowed
tx_44380,US,0.85,121,BR,JP,allowed,allowed
tx_30201,EU,0.16,135,US,US,allowed,fallback
tx_20461,EU,0.14,135,AE,US,allowed,fallback
tx_20471,MENA,0.4,135,DE,JP,allowed,fallback
tx_3900,LATAM,0.4,144,DE,US,allowed,fallback
tx_37254,MENA,0.61,115,US,FR,allowed,allowed
tx_30923,US,0.05,135,DE,SA,allowed,fallback
tx_46637,US,0.0,167,DE,FR,allowed,allowed
tx_49941,MENA,0.36,58,AE,JP,allowed,allowed
tx_41858,EU,0.63,141,BR,JP,allowed,allowed
tx_11987,MENA,0.4,135,AE,US,allowed,fallback
tx_31604,EU,0.4,135,US,FR,allowed,fallback
tx_37953,EU,0.55,164,US,SA,allowed,allowed
tx_46110,LATAM,0.24,127,BR,US,allowed,allowed
tx_46175,MENA,0.37,89,AE,FR,allowed,allowed
tx_18672,MENA,0.05,124,DE,FR,allowed,fallback
tx_31143,EU,0.4,135,CN,JP,allowed,fallback
tx_30663,MENA,0.44,168,DE,FR,allowed,fallback
tx_67,EU,0.35,103,KP,FR,blocked,blocked
tx_24687,MENA,0.4,165,AE,SA,allowed,fallback
tx_11745,EU,0.4,135,AE,US,allowed,fallback
tx_13190,US,0.35,174,DE,FR,allowed,fallback
tx_37593,MENA,0.69,137,DE,FR,allowed,allowed
tx_12365,EU,0.4,155,US,US,allowed,fallback
tx_18344,LATAM,0.4,135,US,MX,allowed,fallback
tx_26780,LATAM,0.4,135,DE,JP,allowed,fallback
tx_16980,APAC,0.4,170,CN,SA,allowed,fallback
tx_5324,US,0.4,144,CN,MX,allowed,fallback
tx_34694,LATAM,0.95,94,BR,MX,allowed,allowed
tx_26235,LATAM,0.44,135,BR,FR,allowed,fallback
tx_11720,APAC,0.2,130,DE,JP,allowed,fallback
tx_923,MENA,0.64,67,KP,JP,blocked,blocked
tx_12039,APAC,0.4,180,DE,JP,allowed,fallback
tx_46295,EU,0.46,31,CN,SA,allowed,allowed
tx_34068,APAC,0.4,135,CN,FR,allowed,fallback
tx_21090,US,0.4,135,US,US,allowed,fallback
tx_5426,LATAM,0.35,139,AE,SA,allowed,fallback
tx_12025,LATAM,0.4,135,CN,SA,allowed,fallback
tx_3742,EU,0.4,135,DE,JP,allowed,fallback
tx_33033,MENA,0.4,153,US,MX,allowed,fallback
tx_10561,APAC,0.4,165,CN,JP,allowed,fallback
tx_23382,APAC,0.26,135,BR,FR,allowed,fallback
tx_29917,APAC,0.4,135,CN,US,allowed,fallback
tx_48431,US,0.12,100,US,FR,allowed,allowed
tx_49556,EU,0.69,145,CN,US,allowed,allowed
tx_25819,LATAM,0.4,129,CN,FR,allowed,fallback
tx_31945,LATAM,0.18,135,US,JP,allowed,fallback
tx_13204,US,0.4,135,BR,MX,allowed,fallback
tx_6111,EU,0.19,135,CN,US,allowed,fallback
tx_43889,EU,0.79,52,CN,US,allowed,allowed
tx_12361,LATAM,0.37,135,BR,FR,allowed,fallback
tx_4409,APAC,0.02,135,CN,FR,allowed,fallback
tx_8794,US,0.4,135,AE,US,allowed,fallback
tx_14979,EU,0.4,135,DE,US,allowed,fallback
tx_32602,APAC,0.09,143,CN,SA,allowed,fallback
tx_39226,EU,0.85,85,BR,US,allowed,allowed
tx_22225,APAC,0.4,172,US,SA,allowed,fallback
tx_16556,EU,0.24,135,BR,JP,allowed,fallback
tx_11932,APAC,0.4,161,DE,JP,allowed,fallback
tx_13937,APAC,0.1,135,CN,FR,allowed,fallback
tx_41789,LATAM,0.92,157,BR,MX,allowed,allowed
tx_13441,MENA,0.36,148,AE,MX,allowed,fallback
tx_16498,US,0.27,121,US,MX,allowed,fallback
tx_35542,US,0.94,157,US,US,allowed,allowed
tx_11529,MENA,0.37,135,US,SA,allowed,fallback
tx_43670,EU,0.63,176,CN,US,allowed,allowed
tx_24796,EU,0.4,135,BR,JP,allowed,fallback
tx_15056,MENA,0.3,135,DE,MX,allowed,fallback
tx_25456,MENA,0.4,135,AE,JP,allowed,fallback
tx_992,US,0.78,126,IR,MX,blocked,blocked
tx_6424,EU,0.17,135,CN,SA,allowed,fallback
tx_44706,APAC,0.8,133,US,FR,allowed,allowed
tx_10685,APAC,0.4,135,AE,MX,allowed,fallback
tx_40409,MENA,0.12,63,AE,US,allowed,allowed
tx_25264,MENA,0.4,135,BR,US,allowed,fallback
tx_44652,LATAM,0.36,57,DE,SA,allowed,allowed
tx_23240,EU,0.4,168,CN,MX,allowed,fallback
tx_42035,US,0.08,145,CN,FR,allowed,allowed
tx_27394,APAC,0.17,138,US,US,allowed,fallback
tx_30615,LATAM,0.4,135,US,US,allowed,fallback
tx_36097,US,0.99,97,DE,US,allowed,allowed
tx_46882,MENA,0.37,83,AE,JP,allowed,allowed
tx_32333,LATAM,0.4,135,AE,SA,allowed,fallback
tx_23897,US,0.09,135,AE,FR,allowed,fallback
tx_9421,APAC,0.11,150,DE,JP,allowed,fallback
tx_42663,MENA,0.92,143,AE,US,allowed,allowed
tx_41485,APAC,0.57,63,AE,JP,allowed,allowed
tx_10788,APAC,0.19,133,AE,SA,allowed,fallback
tx_41337,LATAM,0.76,74,DE,SA,allowed,allowed
tx_15456,LATAM,0.16,135,BR,US,allowed,fallback
tx_24348,MENA,0.4,135,AE,JP,allowed,fallback
tx_32521,US,0.4,150,US,MX,allowed,fallback
tx_10326,EU,0.4,163,BR,JP,allowed,fallback
tx_31235,US,0.4,135,DE,SA,allowed,fallback
tx_10443,MENA,0.4,153,CN,SA,allowed,fallback
tx_3197,MENA,0.18,165,AE,JP,allowed,fallback
tx_18383,MENA,0.4,135,DE,SA,allowed,fallback
tx_496,LATAM,0.53,37,IR,JP,blocked,blocked
tx_11587,APAC,0.4,135,AE,JP,allowed,fallback
tx_34454,US,0.89,96,AE,SA,allowed,allowed
tx_31850,US,0.4,135,AE,SA,allowed,fallback
tx_42109,LATAM,0.35,119,CN,MX,allowed,allowed
tx_27062,APAC,0.4,134,AE,MX,allowed,fallback
tx_25558,APAC,0.4,150,DE,FR,allowed,fallback
tx_16989,APAC,0.4,129,DE,FR,allowed,fallback
tx_9045,MENA,0.35,135,CN,JP,allowed,fallback
tx_8122,US,0.4,135,US,US,allowed,fallback
tx_22490,APAC,0.4,128,DE,JP,allowed,fallback
tx_49546,LATAM,0.87,64,AE,JP,allowed,allowed
tx_22757,APAC,0.34,134,CN,US,allowed,fallback
tx_45922,APAC,0.44,95,CN,MX,allowed,allowed
tx_42775,US,0.74,105,US,FR,allowed,allowed
tx_42879,MENA,0.28,57,CN,FR,allowed,allowed
tx_46279,MENA,0.69,44,CN,US,allowed,allowed
tx_28092,US,0.4,148,AE,FR,allowed,fallback
tx_31313,MENA,0.24,135,BR,US,allowed,fallback
tx_49592,MENA,0.4,35,DE,FR,allowed,allowed
tx_37542,MENA,0.44,113,DE,JP,allowed,allowed
tx_11189,APAC,0.4,135,US,FR,allowed,fallback
tx_27157,US,0.12,135,AE,MX,allowed,fallback
tx_3838,APAC,0.4,135,CN,FR,allowed,fallback
tx_17911,US,0.4,135,BR,JP,allowed,fallback
tx_14291,LATAM,0.02,135,AE,JP,allowed,fallback
tx_12012,MENA,0.3,135,US,FR,allowed,fallback
tx_31072,MENA,0.4,135,CN,MX,allowed,fallback
tx_21105,LATAM,0.31,135,CN,MX,allowed,fallback
tx_1896,LATAM,0.41,135,CN,JP,allowed,fallback
tx_9602,US,0.4,171,BR,MX,allowed,fallback
tx_731,LATAM,0.79,92,CU,FR,blocked,blocked
tx_834,LATAM,0.11,146,IR,JP,blocked,blocked
tx_15914,LATAM,0.4,135,CN,US,allowed,fallback
tx_30645,EU,0.4,135,CN,SA,allowed,fallback
tx_30471,MENA,0.4,135,BR,JP,allowed,fallback
tx_3980,APAC,0.4,135,CN,SA,allowed,fallback
tx_19662,LATAM,0.4,127,US,MX,allowed,fallback
tx_15899,EU,0.26,135,DE,SA,allowed,fallback
tx_9316,US,0.4,135,US,US,allowed,fallback
tx_37962,US,0.19,121,AE,JP,allowed,allowed
tx_43061,APAC,0.05,61,AE,SA,allowed,allowed
tx_11925,LATAM,0.4,172,CN,JP,allowed,fallback
tx_1251,LATAM,0.98,59,CU,JP,blocked,blocked
tx_16409,US,0.4,177,DE,MX,allowed,fallback
tx_3016,MENA,0.21,178,BR,US,allowed,fallback
tx_6878,LATAM,0.4,135,US,MX,allowed,fallback
tx_20344,LATAM,0.44,129,AE,JP,allowed,fallback
tx_24642,EU,0.4,163,BR,FR,allowed,fallback
tx_21302,APAC,0.4,160,CN,JP,allowed,fallback
tx_44275,EU,0.13,50,AE,US,allowed,allowed
tx_36601,MENA,0.96,175,AE,SA,allowed,allowed
tx_12905,APAC,0.4,135,DE,SA,allowed,fallback
tx_41805,LATAM,0.27,174,US,FR,allowed,allowed
tx_13195,LATAM,0.39,135,US,MX,allowed,fallback
tx_45803,LATAM,0.71,68,AE,JP,allowed,allowed
tx_14485,EU,0.4,135,AE,MX,allowed,fallback
tx_12004,APAC,0.27,135,AE,US,allowed,fallback
tx_3777,MENA,0.4,122,DE,MX,allowed,fallback
tx_28904,APAC,0.4,135,AE,JP,allowed,fallback
tx_4335,MENA,0.4,135,DE,JP,allowed,fallback
tx_11182,MENA,0.4,135,CN,MX,allowed,fallback
tx_49406,APAC,0.33,142,BR,US,allowed,allowed
tx_17508,EU,0.37,135,AE,JP,allowed,fallback
tx_19805,EU,0.34,165,BR,JP,allowed,fallback
tx_33737,MENA,0.31,135,BR,SA,allowed,fallback
tx_2392,LATAM,0.4,161,BR,JP,allowed,fallback
tx_35343,APAC,0.05,145,CN,US,allowed,allowed
tx_42574,US,0.37,86,AE,SA,allowed,allowed
tx_12116,US,0.4,160,AE,JP,allowed,fallback
tx_21384,EU,0.4,135,DE,US,allowed,fallback
tx_46671,APAC,0.79,105,DE,US,allowed,allowed
tx_46154,LATAM,0.45,167,DE,FR,allowed,allowed
tx_34998,MENA,0.83,179,AE,SA,allowed,allowed
tx_2841,LATAM,0.4,163,US,FR,allowed,fallback
tx_41486,APAC,0.87,48,BR,MX,allowed,allowed
tx_9846,MENA,0.04,135,BR,MX,allowed,fallback
tx_36759,LATAM,0.65,119,CN,JP,allowed,allowed
tx_4994,EU,0.29,177,AE,FR,allowed,fallback
tx_43310,MENA,0.82,82,DE,MX,allowed,allowed
tx_14111,EU,0.4,146,CN,MX,allowed,fallback
tx_3712,LATAM,0.4,160,US,MX,allowed,fallback
tx_34815,LATAM,0.81,40,AE,US,allowed,allowed
tx_14776,MENA,0.41,135,BR,FR,allowed,fallback
tx_46233,EU,0.56,52,CN,JP,allowed,allowed
tx_22663,US,0.13,135,AE,MX,allowed,fallback
tx_48752,MENA,0.92,52,DE,JP,allowed,allowed
tx_47169,MENA,0.93,81,DE,FR,allowed,allowed
tx_19354,APAC,0.4,135,BR,FR,allowed,fallback
tx_33913,LATAM,0.4,135,US,SA,allowed,fallback
tx_29623,US,0.07,144,AE,US,allowed,fallback
tx_34705,MENA,0.53,97,CN,SA,allowed,allowed
tx_8894,EU,0.3,135,CN,US,allowed,fallback
tx_359,APAC,0.25,166,KP,JP,blocked,blocked
tx_7908,MENA,0.4,135,AE,US,allowed,fallback
tx_25710,APAC,0.4,135,DE,MX,allowed,fallback
